Property_ID,Title,Price_RM,Region,Subarea,Property_Type,Title_Type,Size_sqft,Bedrooms,Bathrooms,Agent_Firm
113224343,"2-STOREY | FREEHOLD - Puchong Utama, near Meranti Jaya Bukit Puchong",485000,Selangor,Puchong,2-storey Terraced House,Freehold,1080,4,3,IQI Realty Sdn Bhd
111691798,Puncak Jalil -✅ End Lot + Garden🌱 ✅ Not facing house‼️✅ Fully Extend,738000,Selangor,Puncak Jalil,2-storey Terraced House,Leasehold,1820,4,3,IQI Realty Sdn Bhd
114706402,Monthly 2.4K 5Bed 6bath Semi D Concepts House,588000,Selangor,Nilai,New Semi-Detached House,Freehold,3300,5,6,Dream Property Realty
114698724,40x85 Sepang Super Big Luxury Semi D Freehold,702000,Selangor,Sepang,New Semi-Detached House,Freehold,3613,5,6,Dream Property Realty
114507043,"[Good Condition] 2 Sty Terrace , Bandar Country Homes, Desa 1, Rawang",378000,Selangor,Rawang,2-storey Terraced House,Freehold,1170,4,3,VPG Realty
114580844,Tanah di Alor Gajah tepi jalan,185000,Melaka,Alor Gajah,Agricultural Land,Freehold,0.7,N/A,N/A,N/A
110961896,"[Fully Renovated] 2 Sty END LOT ,M Residence 1 ,Tasik Puteri ,Rawang",495000,Selangor,Rawang,2-storey Terraced House,Freehold,1350,4,3,VPG Realty
114802992,MURAH❗LEVEL 3+LIFT🌟3 BILIK 802 sqft🌟Alunan Bayu Seksyen 24 Shah Alam,310000,Selangor,Shah Alam,Apartment,Leasehold,802,3,2,Maxxan Realty Sdn Bhd
114751205,FREEHOLD🔥3 BILIK🌟960sqf🌟Pangsapuri Kenangan Bukit Rimau Shah Alam,330000,Selangor,Shah Alam,Apartment,Leasehold,960,3,2,Maxxan Realty Sdn Bhd
114815454,NICE VIEW + COVERED PARKING🌟870sf🌟Amazing Heights Sungai Udang Klang,210000,Selangor,Klang,Apartment,Freehold,870,3,2,Maxxan Realty Sdn Bhd
114732510,ENDLOT RENO🌟4 BILIK🌟2-sty Desa Alam Seksyen U12 Shah Alam,570000,Selangor,Shah Alam,2-storey Terraced House,Leasehold,1080,4,3,Maxxan Realty Sdn Bhd
114833497,FACING OPEN FULLY EXTENDED Double Storey Bandar Baru Sri Petaling KL,1350000,Kuala Lumpur,Sri Petaling,2-storey Terraced House,Freehold,2500,5,3,HEBAT REALTORS
114175401,Banglo 1 tingkat Melor,445000,Kelantan,Melor,Bungalow House,Freehold,1528,4,3,QUALITY HOMES
110807449,2 Unit Semi D Taman SBJ Firdaus Panji Kubang Kerian Kota Bharu,398000,Kelantan,Kota Bharu,Semi-Detached House,Freehold,1883,2,3,QUALITY HOMES
106031160,[Corner Lot] 2 Storey Semi D Hampton Residence Bandar Seri Coalfields,1550000,Selangor,Sungai Buloh,Semi-Detached House,Freehold,6404,6,5,TECH REALTORS PROPERTIES SDN BHD
114731898,Masai Bandar Baru Permas Jaya Jalan Permas L.Cost Double Storey House,398000,Johor,Masai,2-storey Terraced House,Freehold,700,3,2,Royce Properties
113928501,【100% FULL LOAN🔥】Kasturi Idaman Apartment Kota Damansara 0% DEPOSIT✅,340000,Selangor,Kota Damansara,Condominium,Leasehold,947,3,2,THE INFINITE ESTATE SDN BHD
113798767,【OFFER  FULL LOAN🔥】Vesta View Taman Putra Impian Kajang【 0% DEPOSIT✅】,225000,Selangor,Kajang,Apartment,Leasehold,870,3,2,THE INFINITE ESTATE SDN BHD
113344744,【FULL LOAN OK🔥】Alam Sanjung Seksyen 22 Shah Alam 2Carpark 0% DEPOSIT✅,300000,Selangor,Shah Alam,Service Residence,Freehold,914,3,2,THE INFINITE ESTATE SDN BHD
114202136,【100% FULL LOAN🔥】Sinar Apartment Sepang Salak Perdana【0% DEPOSIT✅】,165000,Selangor,Sepang,Apartment,Freehold,853,3,2,THE INFINITE ESTATE SDN BHD
109462137,Pahang agriculture land for sales,4150000,Pahang,Temerloh,Agricultural Land,Leasehold,500,N/A,N/A,Great Casa Realty Sdn. Bhd.
105553777,Cheras lrt station shop for sales,3250000,Kuala Lumpur,Cheras,Shop lot,Leasehold,2000,N/A,N/A,Great Casa Realty Sdn. Bhd.
114750318,HOT LOCATION! Tanah Lot Banglo Seksyen 7 Shah Alam,1298560,Selangor,Shah Alam,Residential Land,Leasehold,8116,N/A,N/A,IQI Realty Sdn Bhd
114731826,"FACING OPEN! DOUBLE STOREY TERRACE HOUSE Seksyen 25, Taman Sri Muda, S",490000,Selangor,Shah Alam,2-storey Terraced House,Freehold,1200,4,3,IQI Realty Sdn Bhd
114575099,CORNER UNIT Pangsapuri Seri Indah Seri Kembangan,160000,Selangor,Seri Kembangan,Others,Leasehold,650,3,1,IQI Realty Sdn Bhd
114574855,GROUND FLOOR Cheapest Apartment Seraya Kajang Utama,250000,Selangor,Kajang,Others,Freehold,950,3,2,IQI Realty Sdn Bhd
114567785,RENOVATED CORNER UNIT Apartment Desa Mentari 3,200000,Selangor,Petaling Jaya,Others,Leasehold,660,3,2,IQI Realty Sdn Bhd
114556230,"CORNER LOT APARTMENT Seri Jati, Puchong Hartamas",230000,Selangor,Puchong,Flat,Freehold,752,3,2,IQI Realty Sdn Bhd
112971528,[Brand New] 2 Storey Semi D Taman Scientex Anggun Kota Emerald Rawang,750000,Selangor,Rawang,Semi-Detached House,Freehold,2162,4,3,TECH REALTORS
114343330,"TownHouse , Desa Mutiara, Bandar Country home , Rawang",260000,Selangor,Rawang,Townhouse,Freehold,1400,3,2,TECH REALTORS
114605037,Kulai Taman Muhibbah Jalan Jambu Air Double Storey Terrace House,348000,Johor,Kulai,2-storey Terraced House,Freehold,730,3,2,Royce Properties
113862213,Fully renovation Rumah Teres Setingkat Taman Mutiara Karangan Kedah,310000,Kedah,Karangan,Terraced House,Freehold,1194,3,9,GPLEX REALITY SDN BHD
114833525,"Apartment Taman LTAT Block A, Bukit Jalil Kuala Lumpur For Sale",280000,Kuala Lumpur,Bukit Jalil,Apartment,Freehold,280000,3,2,IQI REALTY SDN BHD
110434734,SALE — GREENLANE FULL RENO TIP TOP South Facing Semi-D Jelutong,2200000,Penang,Greenlane,Semi-Detached House,Freehold,4000,3,3,Polygon Properties Sdn Bhd
114644714,Skudai Taman Sri Pulai Jalan Pakis L.Cost Single Storey Terrace House,388000,Johor,Skudai,1-storey Terraced House,Freehold,1100,3,2,Royce Properties
114416086,Masai Taman Rinting Jln Balau Flat Level 4,180000,Johor,Masai,Flat,Freehold,592,3,2,Royce Properties
112864860,SALE — JELUTONG HIGH & PRIME EXPOSURE Development Land Georgetown,2050000,Penang,Georgetown,Land,Freehold,0.08,N/A,N/A,Polygon Properties Sdn Bhd
112864845,SALE — JELUTONG MEDAN HIKMAT FREEHOLD PRIME LOCATION Georgetown,360000,Penang,Jelutong,Apartment,Freehold,700,3,2,Polygon Properties Sdn Bhd
112171389,Banglo Pasir Tumboh Kubang Kerian sebelah Sekolah,485000,Kelantan,Kubang Kerian,Bungalow House,Freehold,1500,4,3,QUALITY HOMES
110456477,Single Storey Terrace Fully Renovated nearby HTJ Seremban,380000,Negeri Sembilan,Seremban,1-storey Terraced House,Freehold,370000,3,2,E TREND REALTY SDN BHD
114772227,Serdang Skyvilla Condo For Sale,180000,Selangor,Seri Kembangan,Service Residence,Leasehold,903,3,2,N/A
114772142,Serdang Perdana Shop lot Apartment For Sale,120000,Selangor,Seri Kembangan,Apartment,Leasehold,730,3,1,N/A
111413368,"Ampang,Taman Mulia Jaya Shop Apartment For Sale",100000,Selangor,Ampang,Apartment,Leasehold,634,2,1,N/A
107103766,Seri Kembangan Serdang Skyvilla near MRT For Sale,170000,Selangor,Seri Kembangan,Service Residence,Leasehold,903,3,2,N/A
114833492,"Permas Jaya, Lowest Price in Market, Double Storey Low Cost",398000,Johor,Permas Jaya,2-storey Terraced House,Freehold,770,2,2,Queenie Ng
114833491,2 Storey House @ Taman Tempua Simpang Ampat,500000,Penang,Simpang Ampat,2-storey Terraced House,Freehold,1200,4,3,THE ROOF REALTY
104163275,[Corner Lot] 2 Storey Semi D Taman Scientex Rawang Anggun Kota Emerald,870000,Selangor,Rawang,Semi-Detached House,Freehold,3329,4,4,TECH REALTORS PROPERTIES SDN BHD
101346035,Double Storey Semi D House Taman Scientex Rawang Anggun Kota Emerald,752000,Selangor,Rawang,Semi-Detached House,Freehold,2400,4,4,TECH REALTORS PROPERTIES SDN BHD
75341402,[Below Market] 2 Storey Terrace M Residence 2 Alpine Rawang House,400000,Selangor,Rawang,2-storey Terraced House,Leasehold,1885,4,3,TECH REALTORS PROPERTIES SDN BHD
110208115,"Rumah Teres Corner 2 Tingkat l Taman Permai, Seremban",480000,Negeri Sembilan,Seremban,2-storey Terraced House,Freehold,2164,4,3,E TREND REALTY SDN BHD
114833519,"Country Garden Danga Bay, Bay Point, Renovated Unit",495000,Johor,Johor Bahru,Condominium,Freehold,816,2,2,Queenie Ng
114562534,"850sqft, Level 2 Pangsapuri Alam Budiman Sec U10 Shah Alam (Near Dash)",289000,Selangor,Setia Alam,Apartment,Leasehold,850,3,2,ESP PROPERTIES SDN BHD
111690838,Single Storey Semi-D next to UiTM Seremban 3,550000,Negeri Sembilan,Seremban,Semi-Detached House,Freehold,4811,4,3,E TREND REALTY SDN BHD
112708204,BELOW MARKET🔥| 0% Deposit ✅| Prima Selayang Batu Cave 600sqft 3R1B,90000,Selangor,Batu Caves,Apartment,Leasehold,600,3,1,The Infinite Estate
114833514,Double Storey Corner House for Sale,820000,Sarawak,Bintulu,Others,Leasehold,3279,4,3,General Lee
114332999,The Zest @ Kinrara For Sale!!!,500000,Selangor,Bandar Kinrara,Condominium,Freehold,1119,3,2,CID REALTORS SDN BHD
114800783,full loan cash out TMN DAMAI JAYA jln makmur LOW COST kitchen extended,338000,Johor,Skudai,2-storey Terraced House,Freehold,798,2,1,THE ROOF REALTY SDN.BHD.
114604358,1207sf. Full Loan! Juta Mines Condominium Sri Kembangan,310000,Selangor,Seri Kembangan,Condominium,Leasehold,1207,3,2,IQI REALTY SDN. BHD.
114604613,Termurah‼️Cantik Gated & Guarded🏡Teres 2-Tingkat Azalea Sungai Buloh,625000,Selangor,Bukit Rahman Putra,2-storey Terraced House,Leasehold,1300,4,3,Chester Properties TD
114814996,"Murahh, Renovated  Extended 💎 Below Market 💎 Seksyen 8 Shah Alam",590000,Selangor,Shah Alam,2-storey Terraced House,Leasehold,1963,4,3,Chester Properties TD
114569805,"Newly Reno 2Sty Terrace House, Brd Mahkota Cheras MRT",740000,Selangor,Cheras,2-storey Terraced House,Freehold,1750,4,3,IQI REALTY SDN. BHD.
114730318,Baru Siap & BIG Size 20x75🔥2-Storey Belleza Azalea Bukit Rahman Putra,665000,Selangor,Bukit Rahman Putra,2-storey Terraced House,Leasehold,1600,4,3,Chester Properties TD
114833476,"Mount Austin, Havona, Block A, Super Clean, Tip Top Condition",548000,Johor,Johor Bahru,Apartment,Freehold,953,2,2,Queenie Ng
114833468,[Below Market I Reno I G&G] 2 Sty Camellia Residence Bandar Tasik Kesu,489000,Selangor,Semenyih,2-storey Terraced House,Freehold,1800,4,3,IQI Realty Sdn Bhd
100546962,[Below Market] 2 Storey M Residence 1 Bandar Tasik Puteri Rawang House,530000,Selangor,Rawang,2-storey Terraced House,Freehold,2380,5,5,TECH REALTORS PROPERTIES SDN BHD
88381956,[CHEAPEST UNIT] 2 Storey Terrace Elmina Green Denai Shah Alam House,700000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2001,4,4,TECH REALTORS PROPERTIES SDN BHD
114502013,"20x75sf. Newly Reno 2Sty Teres, Taman Pelangi Semenyih Near Ecohill",465000,Selangor,Semenyih,2-storey Terraced House,Freehold,2250,4,3,IQI REALTY SDN. BHD.
114343046,"Mezzo, full sea view, @The Light City, next to Pwcc, Lxx Art Gallery",1250000,Penang,Gelugor,Condominium,Freehold,1033,2,3,IQI Realty Sdn Bhd
114833509,"Single Storey Terrace Jalan Dato Abdul Hamid Taman Sentosa, Klang Sale",388888,Selangor,Klang,1-storey Terraced House,Freehold,1300,3,2,IQI REALTY SDN BHD
111964861,"23x65sf. 2Sty Endlot House, Taman Seri Emas Sg Chua MRT Kajang",474700,Selangor,Kajang,2-storey Terraced House,Leasehold,1950,4,3,IQI REALTY SDN. BHD.
107754656,"LEVEL 5 Apartment, STUTONG HEIGHT 1",385000,Sarawak,Kuching,Apartment,Leasehold,921,2,2,Borneo Real Estate
114720673,"RENOVATED, Teres Setingkat, STUTONG BARU",320000,Sarawak,Kuching,1-storey Terraced House,Freehold,750,2,2,Borneo Real Estate
114516725,"SEMI D, Double Storey, BDC-STUTONG",1600000,Sarawak,Kuching,Semi-Detached House,Leasehold,2000,4,3,Borneo Real Estate
114226993,"Double Storey Teres, JLN STUTONG",865000,Sarawak,Kuching,2-storey Terraced House,Leasehold,1850,4,3,Borneo Real Estate
114796383,Nusabayu Near TUAS SECONDLINK | GELANG PATAH | COLUMBIA HOSPITAL | BKT,750000,Johor,Iskandar Puteri,2-storey Terraced House,Freehold,1400,4,3,AZMI REAL ESTATE AGENCY E12072
114833508,"[Limited Unit] 2 Sty Terrace , Garden Heights, Bandar Tasik Puteri",395000,Selangor,Rawang,2-storey Terraced House,Leasehold,1350,4,3,VPG Realty
114685384,Tercantikkk‼️strategic Location🔥Renovated House 📌Taman Puchong Intan,470000,Selangor,Puchong,2-storey Terraced House,Leasehold,1260,3,3,Chester Properties TD
114806382,Bayu Puteri 3 Apt Middle floor 3beds G&G Permas Jaya Megah Ria CIQ,339000,Johor,Johor Bahru,Apartment,Leasehold,906,3,2,THE ROOF REALTY SDN. BHD.
114754490,Full loan Seri Austin Lolite 1 Unblock Double Storey House,728000,Johor,Johor Bahru,2-storey Terraced House,Freehold,1400,4,3,THE ROOF REALTY SDN. BHD.
113406794,Full loan free legal RTS CIQ danga bay veranda twin tower Bora sky 88,300000,Johor,Johor Bahru,Apartment,Freehold,295,1,1,global
113407053,Full loan free legal RTS CIQ danga bay veranda twin tower Bora sky 88,900000,Johor,Johor Bahru,Service Residence,Freehold,915,3,2,global
113405868,Lowest price near twin tower exsim meldrum height suasana paragon sks,890000,Johor,Johor Bahru,Condominium,Freehold,1141,3,2,global
114762471,Austin Boulevard Jalan Mutiara Emas 9 Double Storey House Mount Austin,680000,Johor,Johor Bahru,2-storey Terraced House,Freehold,1170,4,3,THE ROOF REALTY SDN. BHD.
114716471,Full loan Cash Out Skudai Villa Apt beds G&G Tun Aminah Mutiara Rini,330000,Johor,Johor Bahru,Apartment,Freehold,1087,3,2,THE ROOF REALTY SDN. BHD.
114613805,Tampoi Jalan Dahlia Low Cost Single Storey House Skudai bukit mewah,350000,Johor,Skudai,1-storey Terraced House,Leasehold,1000,2,2,THE ROOF REALTY SDN. BHD.
114833504,Danau Bayu Apartment for Sale,275000,Selangor,Sungai Buloh,Apartment,Leasehold,764,3,2,Great Casa Realty
114440250,"RUMAH MURAH🔥BELOW MARKET🔥Teres 2 Tingkat@Taman Nuri,Alor Setar",170000,Kedah,Alor Setar,2-storey Terraced House,Leasehold,700,2,1,CCI Realty Sdn Bhd
114561420,Renovated Rumah 2 Tingkat Jalan Asli TAMAN PASIR PUTIH (Unblock View),325000,Johor,Pasir Gudang,2-storey Terraced House,Freehold,775,2,2,GPLEX REALTY
114833498,Sri Kulai Baru Double Storey Shoplot Good Condition For Sale,560000,Johor,Kulai,Shop lot,Freehold,1650,N/A,N/A,Royce Properties
111728182,[End Lot] 3 Storey Terrace House Dolomite Templer Rawang Selayang,1280000,Selangor,Rawang,3-storey Terraced House,Freehold,3881,5,5,TECH REALTORS PROPERTIES SDN BHD
113828764,"Full Loan, Widuri Impian condo [956sqft, 3R2B], desa petaling",340000,Kuala Lumpur,Desa Petaling,Condominium,Leasehold,956,3,2,DREAMVEST REALTY
113828318,"Taman Kajang Mulia, Double sty [18x60, 3R3B], Full loan, Cheapest",415000,Selangor,Kajang,2-storey Terraced House,Freehold,1400,3,3,DREAMVEST REALTY
114646963,"Pangsapuri Merak, Shah Alam, 0% Downpayment, New house condition",270000,Selangor,Shah Alam,Apartment,Leasehold,850,3,2,DREAMVEST REALTY
114646633,"Desaminium Flora Condo, 0% downpayment, Nice condition unit",250000,Selangor,Seri Kembangan,Condominium,Leasehold,850,3,2,DREAMVEST REALTY
112732699,"Sri Alam Condominium, Section 13 Shah Alam For Sale",349000,Selangor,Shah Alam,Condominium,Leasehold,1227,3,2,IQI REALTY SDN BHD
113349139,20 x 70【 2-STOREY 】✨Not facing house | ✅ Guarded - Puncak Jalil,598000,Selangor,Puncak Jalil,2-storey Terraced House,Leasehold,1400,4,3,IQI Realty Sdn Bhd
114499759,[HIGH FLOOR SEAVIEW] The Zen 2 CarPark Fully Furnished Renovated WORTH,499000,Penang,Gelugor,Condominium,Freehold,850,3,2,Chin Housing Realty
114752822,Dpulze Cyberjaya 1Room Full Furnished Renovated near centrus MRT,208000,Selangor,Cyberjaya,Service Residence,Freehold,500,1,1,GT Nelson Realty
114235760,KL City Best Invest Below Market Condo High Rental Beside LRT Mall Uni,490000,Kuala Lumpur,KL City,Condominium,Leasehold,1375,5,3,IPG
104712553,20 x 70 | Facing East |✅Guarded - Puncak Jalil,500000,Selangor,Puncak Jalil,2-storey Terraced House,Leasehold,1400,4,3,IQI Realty Sdn Bhd
110957245,Puncak Jalil【PUJ 9】- 1-STOREY | 20 x 70| Facing East,465000,Selangor,Puncak Jalil,1-storey Terraced House,Leasehold,1400,3,2,IQI Realty Sdn Bhd
114507051,"[Kitchen Extend] 2 Sty End Lot ,Acacia Park,Bandar Tasik Puteri,Rawang",585000,Selangor,Rawang,2-storey Terraced House,Leasehold,2240,4,3,VPG Realty
114434819,"[Paling Murah] 2 Sty Terrace House , Sari Alamanda ,Sungai Choh,Rawang",395000,Selangor,Rawang,2-storey Terraced House,Freehold,960,3,3,VPG Realty
114434818,"[Facing Open] 2 Sty Terrace House, M Residence 1, Tasik Puteri, Rawang",548000,Selangor,Rawang,2-storey Terraced House,Freehold,2280,5,5,VPG Realty
114401744,"[Fully Renovated] 2 Sty Terrace House, Bandar Country Homes , Desa 13",480000,Selangor,Rawang,2-storey Terraced House,Freehold,1700,3,3,VPG Realty
114808262,MURAH❗️CANTIK RENOVATED🌟870 sqft🌟Amazing Heights Sungai Udang Klang,220000,Selangor,Klang,Apartment,Freehold,870,3,2,Maxxan Realty Sdn Bhd
113779961,Corner Lot 🏡 20 x 70 | ✅ Guarded - Bandar Putra Permai (near Equine),658000,Selangor,Seri Kembangan,1-storey Terraced House,Leasehold,4015,4,2,IQI Realty Sdn Bhd
113914773,END LOT FACING OPEN🌟RENOVATED🌟30x68🌟2-Sty Cahaya SPK Shah Alam,875000,Selangor,Shah Alam,2-storey Terraced House,Leasehold,2835,4,4,Maxxan Realty Sdn Bhd
114786482,BELOW MARKET❗️4 ROOMS+CABINET🌟20x70🌟2-sty Bandar Nusaputra 1 Puchong,570000,Selangor,Puchong,2-storey Terraced House,Leasehold,2000,4,3,Maxxan Realty Sdn Bhd
114687535,Serdang Raya - ✅ Corner Lot ✅ Fully Extended ✅ Near MRT,750000,Selangor,Seri Kembangan,1-storey Terraced House,Leasehold,2982,4,2,IQI Realty Sdn Bhd
114833445,Kulim Golf Bungalow VERY NICE‼️International Lot‼️7244sq‼️,1800000,Kedah,Kulim,Bungalow House,Freehold,7244,8,5,Iw Properties
112071141,"[40x80] 2 Storey SEMI D , Amberley ,Kota Emerald ,Anggun 1 2 , Rawang",828000,Selangor,Rawang,Semi-Detached House,Freehold,3200,5,4,VPG Realty
114329505,New Apartment/Condo For Sale,250000,Johor,Johor Bahru,New Service Residence,Freehold,506,1,1,VAG Properties Sdn. Bhd.
112438000,"PJ MIDTOWN, Nearby Centrestage, Jaya 33, Digital Mall, Jaya One & LRT",1100000,Selangor,Petaling Jaya,Service Residence,Leasehold,1228,3,2,IQI Realty Sdn. Bhd.
114764456,MURAH❗️CANTIK RENOVATED🌟20x65🌟1-sty Taman Pendamar Indah Port Klang,438000,Selangor,Klang,1-storey Terraced House,Freehold,1000,3,2,Maxxan Realty Sdn Bhd
114438100,Corner 2storey House Eco Tropic (Bumi),484800,Johor,Pasir Gudang,2-storey Terraced House,Freehold,2100,4,3,ORECOM REALTY SDN BHD
114199455,【 MURAH🔥】Pangsapuri Desa Mas Rawang 850sqft 【100% LOAN & 0% DEPOSIT✅】,190000,Selangor,Rawang,Apartment,Freehold,850,3,2,THE INFINITE ESTATE SDN BHD
112373650,【100% FULL LOAN🔥】Alam Idaman Condo Shah Alam Seksyen 22【0% DEPOSIT✅ 】,250000,Selangor,Shah Alam,Service Residence,Freehold,807,2,2,THE INFINITE ESTATE SDN BHD
114549707,【100% FULL LOAN🔥】Pearl Avenue Condo Kajang Sungai Chua 【0% DEPOSIT✅】,290000,Selangor,Kajang,Condominium,Freehold,1109,3,2,THE INFINITE ESTATE SDN BHD
113945998,【100% FULL LOAN🔥】Vista Seri Putra Bangi Bandar Seri Putra 0% DEPOSIT✅,210000,Selangor,Bangi,Apartment,Freehold,950,3,2,THE INFINITE ESTATE SDN BHD
111526365,Residensi Harmoni 2-Storey Semi-D Gated Guarded Bukit Mertajam,1200000,Penang,Bukit Mertajam,Semi-Detached House,Freehold,2800,4,4,IQI Realty Sdn Bhd
113262923,Casa green penthouse for sales,945000,Selangor,Cheras,Condominium,Freehold,2800,4,5,Great Casa Realty Sdn. Bhd.
114760293,SuperLink Home 2-STOREY 22x85 [salary 3.5K boleh apply +Join] Selangor,366666,Selangor,Semenyih,2-storey Terraced House,Freehold,3266,4,4,CW Realty
114461428,Bandar kinrara puchong house for sales,758000,Selangor,Puchong,2-storey Terraced House,Freehold,1400,4,3,Great Casa Realty Sdn. Bhd.
113726054,"Limited Lot Tanah Lot Jenderam Sepang, nama masuk geran borang 14a",56000,Selangor,Sepang,Residential Land,Freehold,5,N/A,N/A,Residential Land and Houses
114409278,Kota Permai Spectrum Garden 3 Storey Terrace Corner For Sale,1200000,Penang,Bukit Mertajam,3-storey Terraced House,Freehold,2580,5,4,IQI Realty Sdn Bhd
114374780,Fully Furnish or Rm60K Cash Back |22x70 4R4B |2 Storey Bangi,385666,Selangor,Bangi,2-storey Terraced House,Freehold,3326,4,4,CW Realty
114682842,"Tanah Lot PANAS Geran Individu Hulu Langat, sebelah dgn Surau, Ampang",142500,Selangor,Hulu Langat,Residential Land,Freehold,4,N/A,N/A,Residential Land and Houses
114221076,Tanah Lot Geran Individu di Hulu Langat batu 14,142500,Selangor,Hulu Langat,Residential Land,Freehold,4,N/A,N/A,Residential Land and Houses
108086210,2 Storey Terrace Jardin Residences Bandar Seri Coalfields Sungai Buloh,720000,Selangor,Sungai Buloh,2-storey Terraced House,Freehold,1961,4,3,TECH REALTORS PROPERTIES SDN BHD
114599166,Pasir Gudang Taman Kota Masai Jalan Nenas L.M.Cost Double Storey House,320000,Johor,Pasir Gudang,2-storey Terraced House,Freehold,770,3,2,Royce Properties
114375466,Tampoi Taman Dahlia Jalan Dahlia L.Cost Single Storey Terrace House,345000,Johor,Tampoi,1-storey Terraced House,Leasehold,1040,2,2,Royce Properties
114782443,"Pavillion Bukit Jalil, Jalil Damai Apartment For Sale, Freehold",375000,Kuala Lumpur,Bukit Jalil,Apartment,Freehold,952,3,2,N/A
114777683,Beverly Tower Condo For Sale,270000,Kuala Lumpur,Kepong,Condominium,Freehold,822,3,2,N/A
114676719,Kluang Taman Seri Impian Jalan Seri Impian Single Storey House,288000,Johor,Kluang,1-storey Terraced House,Freehold,1400,3,2,Royce Properties
