Property_ID,Title,Price_RM,Region,Subarea,Property_Type,Title_Type,Size_sqft,Bedrooms,Bathrooms,Agent_Firm
112855990,SALE — SKYCUBE FULL RENO READY UNIT 2 Car Parks Relau Sungai Ara,525000,Penang,Sungai Ara,Condominium,Freehold,1270,3,2,Polygon Properties Sdn Bhd
105757613,[Below Market] 2 Storey Ilham Residence 1 Elmina East Denai Alam House,685000,Selangor,Denai Alam,2-storey Terraced House,Freehold,1398,3,3,TECH REALTORS PROPERTIES SDN BHD
112675387,Vista Amani Condo | 4R2B Bright & Airy |  Near Future MRT Nearby,375000,Kuala Lumpur,Cheras,Condominium,Leasehold,1101,4,2,The Roof Realty SDN BHD
114833441,Freehold Non Bumi Setapak Ria Condo Kuala Lumpur For Sale,299000,Kuala Lumpur,Setapak,Condominium,Freehold,911,3,2,IQI REALTY SDN BHD
114833440,"Newly Refurbished Unit at Riana Green Condominium, Tropicana PJ💥💥",580000,Selangor,Petaling Jaya,Condominium,Leasehold,1356,4,3,Maxxan Realty
113868960,Bandar Tun Hussein Onn / Jalan Suakasih Double Storey House FOR SALE,700000,Selangor,Cheras,2-storey Terraced House,Freehold,2200,4,3,The Roof Realty SDN BHD
112397067,"Tanah Luas,Freehold,Corner Lot, Dekat Hospital DMMC : Semi D Kempadang",460000,Pahang,Kuantan,Semi-Detached House,Freehold,5887,4,2,LEGACY REAL PROPERTY SDN BHD
112338036,[Mana Nk Cari Semi D Luas Mcm Ni] Corner Lot Semi D Kempadang DMMC,460000,Pahang,Kuantan,Semi-Detached House,Freehold,5887,4,2,LEGACY REAL PROPERTY SDN BHD
111754026,Tmn Bukit Sarimban Seremban 2 Sty house(Guarded)near Sri Pulai Penaga,535000,Negeri Sembilan,Sikamat,2-storey Terraced House,Freehold,1890,4,3,CBD PROPERTIES SEREMBAN SDN BHD
112195518,[Corner Lot] 2 Storey Elmina Green 1 Elmina West Denai Alam Shah House,1200000,Selangor,Denai Alam,2-storey Terraced House,Freehold,3360,4,4,TECH REALTORS PROPERTIES SDN BHD
114833464,"Limited Corner Renovated Unit Seri Kuching, Apartment Jalan Kuching",210000,Kuala Lumpur,Jalan Kuching,Apartment,Freehold,778,3,2,N/A
114158265,Jalan Permas 13 Bandar Baru Permas Jaya 2 Tingga untuk Jual,690000,Johor,Permas Jaya,2-storey Terraced House,Freehold,1400,4,3,The Roof Realty Sdn.Bhd
114833463,"Single Storey Terrace House at Taman Suria, Jalan Muara Tuang For Sale",330000,Sarawak,Kuching,1-storey Terraced House,Leasehold,1549,3,2,Affluence Properties
114663367,Full Loan Cash Out Kulai Kelapa Sawit Scientex,358000,Johor,Kulai,2.5-storey Terraced House,Freehold,1713,5,3,One Union Group Sdn Bhd
107715435,[Corner Lot] 2 Storey Ilham Residence 1 Elmina East Denai Alam House,999000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2341,5,3,TECH REALTORS PROPERTIES SDN BHD
111543378,2 Storey Semi D Elmina Green The Eighth 8 Elmina West Denai Alam House,1700000,Selangor,Denai Alam,Semi-Detached House,Freehold,3069,5,5,TECH REALTORS PROPERTIES SDN BHD
111032383,[Below Market] 2 Storey Ilham Residence 2 Elmina East Denai Alam House,900000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2091,4,4,TECH REALTORS PROPERTIES SDN BHD
114618704,2 Storey Corner Terrace Lestari Perdana 8 Taman Equine Seri Kembangan,825000,Selangor,Seri Kembangan,2-storey Terraced House,Leasehold,2935,6,3,Azmi Real Estate Agency Sdn Bhd
100423175,[END LOT] 2 Storey Terrace Regia Elmina East Elmina Gardens Denai Alam,1250000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2862,5,5,TECH REALTORS PROPERTIES SDN BHD
114833461,[FOR SALE] Rumah Teres Setingkat di Taman Kuantan Jaya,285000,Pahang,Kuantan,1-storey Terraced House,Leasehold,1320,3,2,AFZ Reality Sdn Bhd
113623884,RUMAH SEPARA PERABOT DAH SIAP RENOVATE & EXTEND Taman Sri Indah Cheras,435000,Selangor,Cheras,2-storey Terraced House,Leasehold,990,3,3,LANDSWORTH PROPERTIES
114833430,"RENO Pangsapuri Elite, Taman Mas, Puchong For Sale",220000,Selangor,Puchong,Apartment,Leasehold,1100,3,2,IQI REALTY SDN BHD
114833429,"Double Storey Terraced House, Bandar Bukit Mahkota, Kajang",390000,Selangor,Kajang,2-storey Terraced House,Freehold,990,4,3,Legacy Real Property Sdn Bhd
114732484,FACING OPEN & TERMURAH - Irama Perdana Lbs Puncak Alam,435000,Selangor,Puncak Alam,2-storey Terraced House,Leasehold,1200,4,3,Gather Property Sdn Bhd PJS Branch
109563402,[Renovated] 2 Storey Terrace Elmina Green 3 Denai Alam Shah Alam House,860000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2265,5,4,TECH REALTORS PROPERTIES SDN BHD
114755172,"REX Apartment, BDC - STUTONG",580000,Sarawak,Kuching,Apartment,Leasehold,1075,3,2,Borneo Real Estate
114731576,"FURNISHED Apartment, STUTONG TIARRA 2",500000,Sarawak,Kuching,Apartment,Freehold,957,3,2,Borneo Real Estate
114614884,"FURNISHED Apartment, TABUAN-STUTONG",500000,Sarawak,Kuching,Apartment,Leasehold,1739,3,2,Borneo Real Estate
114541720,"2ND FLOOR Apartment, STUTONG HEIGHT 2",388000,Sarawak,Kuching,Apartment,Freehold,1055,3,2,Borneo Real Estate
114733641,"FULL LOAN & MURAH - Le Jardine Deluxe Condominium, Pandan Indah Ampang",330000,Selangor,Ampang,Apartment,Leasehold,982,3,2,Gather Property Sdn Bhd PJS Branch
114770190,Termurah🔥Renovate Non Bumi 📌Semua Boleh🏡 Cyberjaya Bandar Nusaputra,560000,Selangor,Puchong,2-storey Terraced House,Leasehold,2000,4,3,Chester Properties TD
114451770,TAK MENGHADAP PINTU RUMAH LAIN! MOVE-IN CONDITION Taman Bukit Semenyih,410000,Selangor,Semenyih,2-storey Terraced House,Freehold,1302,4,3,LANDSWORTH PROPERTIES
114833457,"REFURBISHED ENDLOT! Storey Terrace Taman Telipot 3A, Bukit Sentosa",328000,Selangor,Bukit Beruntung,1-storey Terraced House,Freehold,1390,3,1,IQI REALTY SDN BHD
105861814,[Renovated Unit] 2 Storey Semi D Reesia Elmina Gardens Denai Shah Alam,1700000,Selangor,Denai Alam,Semi-Detached House,Freehold,3246,5,5,TECH REALTORS PROPERTIES SDN BHD
114753795,"SIZE BESAR & FULL LOAN - 2 Storey Cahaya Height, Seksyen U9 Shah Alam",550000,Selangor,Shah Alam,2-storey Terraced House,Leasehold,1830,4,3,Gather Property Sdn Bhd PJS Branch
114622119,"Non Bumi Semua Bangsa Boleh‼️Jalan Mawar, Taman Puchong Perdana",430000,Selangor,Puchong,1-storey Terraced House,Leasehold,1300,3,2,Chester Properties TD
114597497,"Non Bumi, Renovated 🏡2-Storey Bandar Nusaputra, Presint 1, Puchong",580000,Selangor,Puchong,2-storey Terraced House,Leasehold,2000,4,3,Chester Properties TD
114419151,"Facing open, Refurbished, Freehold Bukit Puchong‼️2-Storey Terrace BP",530000,Selangor,Puchong,2-storey Terraced House,Freehold,1300,4,3,Chester Properties TD
114566303,LOKASI CANTIK! KAWASAN MATANG! BAWAH MV! Seksyen 8 Bandar Baru Bangi,470000,Selangor,Bangi,2-storey Terraced House,Leasehold,1302,4,3,LANDSWORTH PROPERTIES
114790514,EXTENDED RENOVATED FREEHOLD UNIT Taman Kajang Baru Jalan Sungai Jelok,395000,Selangor,Kajang,2-storey Terraced House,Freehold,863,3,3,LANDSWORTH PROPERTIES
113888349,"[20X70] 2 Storey Terrace House, Desa 12 , Bandar Country Homes Rawang",385000,Selangor,Rawang,2-storey Terraced House,Freehold,1400,4,3,VPG Realty
113887501,"1 sty terrace CORNER , 2688SF Taman Presij III, renovated  balik pulau",545000,Penang,Balik Pulau,1-storey Terraced House,Freehold,1400,3,2,SINCERE REALTY
114407550,Skudai Taman Damai Jaya Jalan Makmur L.Cost Double Storey House,358000,Johor,Skudai,2-storey Terraced House,Freehold,770,3,2,Royce Properties
114456011,"900sqft, Level 3 Fully Furnished De Bayu Apartment, Setia Alam",335000,Selangor,Setia Alam,Apartment,Freehold,900,3,2,ESP PROPERTIES SDN BHD
113845539,PREMIUM And Spacious Condominium Iskandar Puteri Near Tuas,548275,Johor,Iskandar Puteri,New Condominium,Freehold,1208,4,3,Gplex Realty
113341974,"Teres Laman 1 Tingkat |  Lot Bumiputera | Bantuan PKPJ RM5,000",405450,Johor,Johor Bahru,New 1-storey Terraced House,Freehold,1234,3,2,N/A
113915235,LA CASA LUNAS KEDAH Teres 2 Tingkat For Sale,442000,Kedah,Lunas,2-storey Terraced House,Freehold,1430,4,3,Oriental Real Estate Sdn Bhd
114053845,Desa Budiman Bandar Sungai Long fully renovated for sale,650000,Selangor,Cheras,2-storey Terraced House,Leasehold,1900,4,3,Oriental Real Estate Sdn Bhd
114761185,"Easy Access To CIQ & Highway,Service Apartment Kempas Utama",485000,Johor,Johor Bahru,Service Residence,Freehold,980,3,2,Indah Bumi Global Management
114401808,"[38x65] 3 Sty CORNER LOT , Scientex Kundang, Kundang Jaya ,Rawang",690000,Selangor,Rawang,3-storey Terraced House,Freehold,2470,5,3,VPG Realty
113151163,"[20x70] 2 Sty Terrace House , Blooming, Garland ,Kota emerald ,Rawang",790000,Selangor,Rawang,2-storey Terraced House,Freehold,1400,4,3,VPG Realty
111184141,"[18x80] 2 Sty Terrace House , Acacia Park ,Bandar Tasik Puteri ,Rawang",399000,Selangor,Rawang,2-storey Terraced House,Leasehold,1440,4,3,VPG Realty
111184125,"[Below Market] 2 Sty Terrace, Garden Heights ,Phase 3 , Tasik Puteri",420000,Selangor,Rawang,2-storey Terraced House,Leasehold,1500,4,3,VPG Realty
114558463,"23’X70’, End Lot Single Storey Taman Jati Klang ( Extended Kitchen )",420000,Selangor,Klang,1-storey Terraced House,Freehold,1100,3,2,ESP PROPERTIES SDN BHD
114833399,"Freehold  3 Storey Bayan Parkhomes, Batang Kali For Sale",460000,Selangor,Batang Kali,3-storey Terraced House,Freehold,1847,4,4,IQI REALTY SDN BHD
114833398,RENOVATED 2 Storey Semi-D Cluster Bandar Tasik Puteri BTP6 Rawang,400000,Selangor,Rawang,Cluster House,Leasehold,1500,4,3,HEBAT REALTORS SDN BHD
113298463,Taman Ikan Emas / Cheras LRT Nearby | Leasehold | Low Deposit,300000,Kuala Lumpur,Cheras,Condominium,Leasehold,748,3,2,The Roof Realty SDN BHD
114798848,"[BIG EXTRA LAND, CORNER] Ampang, Taman Ampang Jaya, 2 Storet Bungalow",2400000,Selangor,Ampang,Bungalow House,Leasehold,7200,5,5,TRANSASIA PROPERTY CONSULTANCY SDN BHD
114706836,"Senzville, sungai ara, 1080sft, 2 car park",510000,Penang,Sungai Ara,Condominium,Freehold,1080,3,2,EUM Realty
114566853,Cheras Suntex MRT Studio For Sales | below market|You Vista,350000,Selangor,Cheras,Service Residence,Freehold,504,1,1,The Roof Realty SDN BHD
112694017,[Fully Reno & Move In 2 Storey Semi-D] -4080sf -Bukit Gambir Gelugor,2400000,Penang,Gelugor,Semi-Detached House,Freehold,4080,5,5,Gather Properties Sdn Bhd
110314300,[CORNER & CHEAPEST 3 Sty Bungalow] Private Lift-Minden Height Gelugor,3186000,Penang,Minden Heights,Bungalow House,Freehold,6000,6,8,Gather Properties Sdn Bhd
114679862,Gelang Patah Desa Paya Mengkuang Jalan Jurangan Double Storey House,405000,Johor,Gelang Patah,2-storey Terraced House,Freehold,880,3,2,Royce Properties
114676559,Permas Jaya Bandar Baru Permas Jaya Jalan Permas L.Cost Flat Level 5,208000,Johor,Permas Jaya,Flat,Freehold,850,3,2,Royce Properties
114820296,SELL — SUPERB LOW DENSITY Freehold Jelutong Condominium Future LRT,950000,Penang,Jelutong,Condominium,Freehold,1646,4,3,Polygon Properties Sdn Bhd
114798461,"[Murah] 2Storey Terrace RENO, BBK Bandar Baru Kundang,  Kundang Jaya",395000,Selangor,Rawang,2-storey Terraced House,Leasehold,1800,4,3,E Trend Realty Sdn Bhd
114660071,Kulai Taman Saga Jalan Saga L.Cost Single Storey Terrace House,288000,Johor,Kulai,1-storey Terraced House,Freehold,1040,2,1,Royce Properties
114644685,Masai Bandar Baru Seri Alam Maya Height Double Storey Terrace House,600000,Johor,Masai,2-storey Terraced House,Freehold,1300,4,3,Royce Properties
114207251,"[ENDLOT] 2Storey Terrace NEW house Acacia, Bandar Tasik Puteri, Rawang",550000,Selangor,Rawang,2-storey Terraced House,Leasehold,1900,4,3,E Trend Realty Sdn Bhd
114331789,Teres 2 tingkat Kota Jembal,368000,Terengganu,Kuala Terengganu,2-storey Terraced House,Leasehold,1711,4,3,QUALITY HOMES
114491563,Skudai Taman Universiti Jalan Kejayaan Single Storey Terrace House,398000,Johor,Skudai,1-storey Terraced House,Freehold,1040,3,1,Royce Properties
114472316,"Double Storey Terrace @ M Residence 2, Bandar Tasik Puteri, Rawang",410000,Selangor,Rawang,2-storey Terraced House,Leasehold,1900,4,3,E Trend Realty Sdn Bhd
114282527,"Taman Desa Jaya, Kepong",530000,Kuala Lumpur,Kepong,1-storey Terraced House,Leasehold,1400,3,2,Meridin Properties Sdn Bhd
113124007,Semi D Salor Kota Bharu,355000,Kelantan,Kota Bharu,Semi-Detached House,Freehold,1272,4,3,QUALITY HOMES
114702242,SALE — M-VISTA STUDIO Limited Good Investment Bayan Lepas Waterfront,380000,Penang,Bayan Lepas,Condominium,Freehold,537,1,1,Polygon Properties Sdn Bhd
114833420,"RENOVATED! Double Storey, Setia Impian 3, Setia Alam",620000,Selangor,Setia Alam,2-storey Terraced House,Freehold,1500,4,3,Maxxan Realty Sdn Bhd
114833419,"20x90! Double Storey, SS 7 Kelana Jaya, Petaling Jaya",850000,Selangor,Kelana Jaya,2-storey Terraced House,Freehold,1800,4,3,Maxxan Realty Sdn Bhd
114833418,"CORNER LOT! 2-Storey, Taman Equine Lestari Perdana 8, Seri Kembangan",800000,Selangor,Seri Kembangan,2-storey Terraced House,Leasehold,3010,6,3,Maxxan Realty Sdn Bhd
114833417,"Extended Double Storey Terraced House, Bandar Tasik Kesuma, Semenyih",380000,Selangor,Semenyih,2-storey Terraced House,Freehold,1600,4,3,Legacy Real Property Sdn Bhd
111358187,"New VP 2 Storey 24x80ft, Elmina Green 7, Elmina Denai Alam",980000,Selangor,Denai Alam,2-storey Terraced House,Freehold,2477,4,4,IQI REALTY SDN BHD
114609469,【2 PARKING LOT🔥】100% FULL LOAN✅ Suri Puteri Apt Shah Alam 0% DEPOSIT✅,350000,Selangor,Shah Alam,Service Residence,Leasehold,1013,3,2,THE INFINITE ESTATE SDN BHD
114148728,【 OFFER 100% FULL LOAN🔥】Green Villa Apartment Kajang 【0% DEPOSIT✅】,228000,Selangor,Kajang,Apartment,Freehold,900,3,2,THE INFINITE ESTATE SDN BHD
113927952,【OFFER 100% LOAN🔥】Rista Villa Apartment Taman Putra Perdana Puchong,100000,Selangor,Puchong,Apartment,Leasehold,606,3,2,THE INFINITE ESTATE SDN BHD
114619734,【100% FULL LOAN🔥】Residensi Begonia TTDI Glove Kajang 【0% DEPOSIT✅】,160000,Selangor,Kajang,Apartment,Leasehold,700,3,2,THE INFINITE ESTATE SDN BHD
114755164,"RIVERVALE Condominium, STUTONG",490000,Sarawak,Kuching,Studio,Leasehold,748,2,1,Borneo Real Estate
114608003,"100% LON, Terres Setingkat, STUTONG BARU",265000,Sarawak,Kuching,1-storey Terraced House,Freehold,750,2,1,Borneo Real Estate
114755153,"4.32PTS, Double Storey, JLN STUTONG",780000,Sarawak,Kuching,2-storey Terraced House,Leasehold,1900,4,3,Borneo Real Estate
114207905,"SEMI D, Double Storey, STUTONG BARU",1600000,Sarawak,Kuching,Semi-Detached House,Leasehold,2200,4,3,Borneo Real Estate
114833381,GROUND FLOOR - Andari Townville 1 Blok C3A  @ Selayang Heights,360000,Selangor,Batu Caves,Apartment,Leasehold,1108,3,2,IQI REALTY SDN BHD
114833380,"[💥CORNER LOT💥] 1 Storey Terrace Fasa 7 Bandar Tasik Kesuma, Semenyih",419000,Selangor,Semenyih,1-storey Terraced House,Freehold,2340,3,2,Renstar Properties
114833379,"[💥CORNER UNIT💥] Putra 1 Apartment, Bandar Seri Putra Bangi",359000,Selangor,Bangi,Apartment,Freehold,1024,3,2,Renstar Properties
114833377,"1026sqft Freehold The Louvre Residence, Lebuhraya Silk, Kajang",307000,Selangor,Kajang,Service Residence,Freehold,1026,2,2,LELONG COM SDN BHD
114833375,FREEHOLD 🔥 Apartment Asteria Bandar Parkland Klang,285000,Selangor,Klang,Apartment,Leasehold,840,3,2,Great Casa Realty
114833373,Tanah Banglo Lot Bangi Dato Abu Bakar Baginda Putrajaya Sg Merab,336000,Selangor,Bangi,Residential Land,Freehold,6400,N/A,N/A,Megaharta Real Estate
113838269,Semid setingkat taman orkid paka dungun terengganu(FULLY RENOVATED),358000,Terengganu,Paka,Semi-Detached House,Freehold,3390,4,2,esp properties
114833410,SKS Pavillion Residences Fully Renovated & Fully Furnished Dual Key,868000,Johor,Johor Bahru,Condominium,Freehold,780,2,2,Gather Properties
114678332,2 Storey Terrace House Sunway Kayangan Jln Ungu U9 Shah Alam For Sale,599990,Selangor,Shah Alam,2-storey Terraced House,Leasehold,2100,4,3,Chester Properties Sdn Bhd
114734394,Anyaman Residence Sg Besi Walking To Tbs Freehold Fully Furnished,500000,Kuala Lumpur,Kuchai Lama,Condominium,Freehold,935,3,2,Crystal Realtors Sdn Bhd
112893983,PJ Studio 1 Bedroom Low Density 6 min to Sunway Pyramid,245000,Selangor,Petaling Jaya,Service Residence,Leasehold,450,1,1,Crystal Realtors Sdn Bhd
114665882,Cantik‼️Renovated & Extended‼️Gated Guarded Taman Saujana Puchong SP7,480000,Selangor,Puchong,2-storey Terraced House,Leasehold,1260,4,3,Chester Properties TD
114662792,Freehold ‼️House Extended🔥 Kitchen Cabinet Ready ✅Taman Puchong Utama,460000,Selangor,Puchong,2-storey Terraced House,Freehold,1435,4,3,Chester Properties TD
114633346,"Non Bumi Unit Facing Open, Xtra Parking🏡2-Storey Taman Puchong Intan",380000,Selangor,Puchong,2-storey Terraced House,Leasehold,1100,3,2,Chester Properties TD
114597254,Termurah🔥Renovated| Non Bumi|Nusaputra Presint 1 Teres 2-Storey 🏡,570000,Selangor,Puchong,2-storey Terraced House,Leasehold,1400,4,3,Chester Properties TD
114762768,Big 20x80 🔥Full Reno 📌Gated Guard 📌Bandar Nusaputra P1 Cyberjaya,600000,Selangor,Cyberjaya,2-storey Terraced House,Leasehold,2200,4,3,Chester Properties TD
109704091,Bandar Sultan Sulaiman For Sale,270000,Selangor,Port Klang,1-storey Terraced House,Leasehold,1120,5,2,The Roof Realty Sdn Bhd
113056504,PJ Rarest Low Density Living 6min Drive To Sunway Pyramid,250070,Selangor,Petaling Jaya,Service Residence,Leasehold,452,1,1,Crystal Realtors Sdn Bhd
113903687,Best Buy PPA1M Metropolitan in Unio Residence Kepong Kuala Lumpur,440000,Kuala Lumpur,Kepong,Apartment,Leasehold,1200,4,2,GT Nelson Realty Sdn Bhd
114682652,"[24X65] 2Storey Terrace House , Taman Pelangi 2 ,Kota Emerald, Rawang",440000,Selangor,Rawang,2-storey Terraced House,Freehold,1560,4,3,VPG Realty
114070368,Double Storey House Semenyih Nearby Ecohill Taipan,378000,Selangor,Semenyih,2-storey Terraced House,Freehold,1700,4,3,Crystal Realtors Sdn Bhd
113797167,Newly Completed BotaniQa PJ Ready To Move In Near Sunway,410000,Selangor,Petaling Jaya,Condominium,Leasehold,850,3,2,Crystal Realtors Sdn Bhd
113691492,Raffel Residence 199 Bukit Gambier 3 Storey Terrace Renovated,2000000,Penang,Gelugor,3-storey Terraced House,Freehold,3600,6,6,IQI Reality Sdn Bhd
114833407,"Renovated - Seasons Garden Residence, Wangsa Maju KL",450000,Kuala Lumpur,Wangsa Maju,Service Residence,Leasehold,770,3,2,Maxxan Realty
113447785,Taman Rasah Jaya 2-Storey REFURBISHED OPEN FACING 14 x 60 FOR SALE,220000,Negeri Sembilan,Rasah,2-storey Terraced House,Freehold,840,3,2,IQI REALTY SDN. BHD.
114392749,Rumah mewah gated guarded full loan free lawyer fee stamp duty,383000,Johor,Kluang,2-storey Terraced House,Freehold,1980,4,3,PA International Property Sdn Bhd
114778893,boleh cash out 30k boleh full loan 4bilik,366000,Johor,Kluang,1-storey Terraced House,Freehold,2000,4,2,PA International Property Sdn Bhd
113900453,"[20x65] 2 Storey Terrace - Birch, M Residence 2, Tasik Puteri, Rawang",438000,Selangor,Rawang,2-storey Terraced House,Leasehold,1300,4,3,VPG REALTY SDN BHD
110571763,"[Nice+Reno+Extend] 2 Storey Terrace - Egreta, Saujana Rawang, Anggun",520000,Selangor,Rawang,2-storey Terraced House,Leasehold,1650,4,4,VPG REALTY SDN BHD
107479462,"[Facing Empty] 2 Storey End Lot - Desa 4 Bandar Country Homes, Rawang",358000,Selangor,Rawang,2-storey Terraced House,Freehold,1170,4,3,VPG REALTY SDN BHD
114597165,"[FOR SALE] Rumah Teres Setingkat di Prima Gambang, Kuantan",240000,Pahang,Kuantan,1-storey Terraced House,Leasehold,1399,3,2,AFZ Reality Sdn Bhd
114805292,"[Extended] 2 Storey Terrace - Green Valley Park, Tasik Puteri, Rawang",338000,Selangor,Rawang,2-storey Terraced House,Leasehold,1040,4,3,VPG REALTY SDN BHD
110878062,"[New+Murah] 2 Storey Terrace - Illaria Hillside, Gamuda Garden, Rawang",638000,Selangor,Rawang,2-storey Terraced House,Leasehold,1462,3,3,VPG REALTY SDN BHD
110456701,"[Nice+Murah] 2 Storey Terrace - Cassis, Kota Emerald, Anggun, Rawang",470000,Selangor,Rawang,2-storey Terraced House,Freehold,1500,4,3,VPG REALTY SDN BHD
113802225,Lake Vista Bandar Tun Hussein Onn Facilities Floor For Sale,480000,Selangor,Cheras,Condominium,Freehold,1050,3,2,Oriental Real Estate Sdn Bhd
113455239,"Booking 1k, Full Loan !! Milik 1Storey House, Bdr Rinching Semenyih",329000,Selangor,Semenyih,1-storey Terraced House,Freehold,1300,3,2,MAXXAN REALTY SDN BHD
114587170,"100% Loan !! Condition Cantik² 1Storey House,Tmn Cheras Perdana CP3",355000,Selangor,Cheras,1-storey Terraced House,Freehold,990,3,2,MAXXAN REALTY SDN BHD
114805361,Ground Floor Murah 180k Dahlia Apartment Taman Putra Perdana Puchong,180000,Selangor,Puchong,Apartment,Leasehold,663,3,2,Esprit Estate Agent Sdn Bhd
114833333,Teres setingkat taman baluk baru fasa 2,270000,Pahang,Bandar Pusat Jengka,Terraced House,Leasehold,1300,3,2,AFZ Realty sdn bhd
114635182,100% Loan !!  Partially Furnished 2Storey House Setia Ecohill Semenyih,535000,Selangor,Kajang,2-storey Terraced House,Freehold,1700,4,3,MAXXAN REALTY SDN BHD
114711239,【100% FULL LOAN🔥】Langat Jaya Condo Hulu Langat Cheras 【0% DEPOSIT✅】,240000,Selangor,Cheras,Condominium,Freehold,936,3,2,THE INFINITE ESTATE SDN BHD
113686057,【 OFFER 100% FULL LOAN🔥】De Cemara Apartment Setia Alam 【 0% DEPOSIT✅】,220000,Selangor,Setia Alam,Apartment,Freehold,750,3,2,THE INFINITE ESTATE SDN BHD
114561915,【 FULL LOAN✅ 0% DEPOSIT🔥】 Pangsapuri Saujana Permai 2 Mutiara Height,235000,Selangor,Kajang,Apartment,Freehold,1001,3,2,THE INFINITE ESTATE SDN BHD
